POS,PLAYER,Pts,Mat,Wkts,Dots,4s,6s,Catches,Stumpings,team_name,nationality,year
1,ShaneWatson,406.5,15,17,158,47,19,2,0,RR,Overseas,2008
2,SanathJayasuriya,308.5,14,4,36,58,31,2,0,MI,Overseas,2008
3,YusufPathan,290.5,16,8,60,43,25,3,0,RR,Indian,2008
4,AlbieMorkel,261.0,13,17,100,18,14,3,0,CSK,Overseas,2008
5,IrfanPathan,259.0,14,15,153,9,6,4,0,KXIP,Indian,2008
6,ShaunMarsh,246.0,11,0,0,59,26,3,0,KXIP,Overseas,2008
7,ManpreetGony,236.0,16,17,156,2,3,2,0,CSK,Indian,2008
8,ShaunPollock,232.5,13,11,131,12,8,2,0,MI,Overseas,2008
9,VirenderSehwag,224.5,14,3,18,46,21,3,0,DC,Indian,2008
10,PiyushChawla,222.0,15,17,112,10,3,6,0,KXIP,Indian,2008
11,SohailTanvir,220.0,11,22,122,3,1,4,0,RR,Overseas,2008
12,SouravGanguly,214.5,13,6,46,33,15,5,0,KKR,Indian,2008
13,ShaneWarne,214.0,15,19,108,7,2,6,0,RR,Overseas,2008
14,AdamGilchrist,211.5,14,0,0,51,19,6,1,DEC,Overseas,2008
15,ShanthakumaranSreesanth,204.5,15,19,133,0,0,2,0,KXIP,Indian,2008
16,GlennMcGrath,203.5,14,12,154,1,0,2,0,DC,Overseas,2008
17,GautamGambhir,203.0,14,0,0,68,8,2,0,DC,Indian,2008
18,PraveenKumar,198.5,13,11,109,10,6,2,0,RCB,Indian,2008
19,RPSingh,195.5,14,15,122,2,1,5,0,DEC,Indian,2008
20,MunafPatel,195.0,15,14,141,0,0,2,0,RR,Indian,2008
21,MFMaharoof,193.5,10,15,84,10,7,3,0,DC,Overseas,2008
22,RohitSharma,191.0,13,1,6,38,19,8,0,DEC,Indian,2008
23,SureshRaina,183.0,16,1,4,35,18,10,0,CSK,Indian,2008
24,AshishNehra,183.0,14,12,121,0,0,8,0,MI,Indian,2008
25,JamesHopes,180.5,11,7,53,27,8,3,0,KXIP,Overseas,2008
26,DwayneBravo,179.5,9,11,66,19,5,4,0,MI,Overseas,2008
27,MuttiahMuralitharan,175.5,15,11,127,0,0,4,0,CSK,Overseas,2008
28,YuvrajSingh,171.0,15,3,14,24,19,8,0,KXIP,Indian,2008
29,GraemeSmith,168.0,11,0,0,54,8,2,0,RR,Overseas,2008
30,SiddharthTrivedi,164.5,15,13,104,0,0,6,0,RR,Indian,2008
31,MSDhoni,162.5,16,0,0,38,15,6,0,CSK,Indian,2008
32,YoMahesh,162.5,11,16,94,0,0,5,0,DC,Indian,2008
33,DaleSteyn,161.0,10,10,116,0,0,4,0,RCB,Overseas,2008
34,ZaheerKhan,158.0,11,13,100,4,0,1,0,RCB,Indian,2008
35,DavidHussey,150.5,13,2,24,19,17,5,0,KKR,Overseas,2008
36,IshantSharma,149.5,13,8,114,1,0,2,0,KKR,Indian,2008
37,JacquesKallis,148.0,11,4,55,23,4,3,0,RCB,Overseas,2008
38,SAAsnodkar,143.5,9,0,0,43,6,6,0,RR,Overseas,2008
39,AshokDinda,142.5,13,8,112,0,0,1,0,KKR,Indian,2008
40,KumarSangakkara,140.5,10,0,0,41,8,4,0,KXIP,Overseas,2008
41,RobinUthappa,139.0,14,0,0,34,9,9,0,MI,Indian,2008
42,ShahidAfridi,137.0,10,9,57,7,6,4,0,DEC,Overseas,2008
43,VenugopalRao,136.5,11,2,22,22,15,0,0,DEC,Indian,2008
44,VRVSingh,136.0,13,11,95,1,0,0,0,KXIP,Overseas,2008
45,ShikharDhawan,135.5,14,0,0,35,8,8,0,DC,Indian,2008
46,MakhayaNtini,131.0,9,7,99,2,0,1,0,CSK,Overseas,2008
47,RahulDravid,131.0,14,0,0,35,11,2,0,RCB,Indian,2008
48,ParthivPatel,130.5,13,0,0,42,3,6,0,CSK,Indian,2008
49,AnilKumble,122.0,10,7,85,1,0,4,0,RCB,Indian,2008
50,DhawalKulkarni,120.5,10,11,77,0,0,2,0,MI,Indian,2008
51,PragyanOjha,117.0,13,11,71,0,0,3,0,DEC,Indian,2008
52,AjitAgarkar,116.0,9,8,66,5,2,1,0,KKR,Indian,2008
53,UmarGul,113.0,6,12,51,1,5,0,0,KKR,Overseas,2008
54,LaxmiRatanShukla,104.0,13,6,18,17,5,2,0,KKR,Indian,2008
55,ScottStyris,103.5,8,3,61,9,2,1,0,DEC,Overseas,2008
56,LakshmipathyBalaji,101.0,9,11,60,0,0,1,0,CSK,Indian,2008
57,AbhishekNayar,99.0,14,1,14,16,9,4,0,MI,Indian,2008
58,VinayKumar,95.0,8,5,59,2,1,4,0,RCB,Indian,2008
59,MohammadAsif,94.5,8,8,64,0,0,1,0,DC,Overseas,2008
60,SubramaniamBadrinath,93.0,16,0,0,21,8,5,0,CSK,Indian,2008
61,AmitMishra,92.0,6,11,41,3,0,2,0,DC,Indian,2008
62,DilharaFernando,91.0,5,10,51,0,0,2,0,MI,Overseas,2008
63,MarkBoucher,91.0,10,0,0,24,6,3,1,RCB,Overseas,2008
64,BrendonMcCullum,87.5,4,0,0,13,15,1,0,KKR,Overseas,2008
65,JoginderSharma,87.0,8,8,43,1,1,4,0,CSK,Indian,2008
66,SBBangar,87.0,11,4,55,1,3,2,0,DEC,Overseas,2008
67,SalmanButt,87.0,7,0,0,30,2,2,0,KKR,Overseas,2008
68,SachinTendulkar,87.0,7,0,0,26,2,6,0,MI,Indian,2008
69,AndrewSymonds,85.5,4,0,9,15,9,3,0,DEC,Overseas,2008
70,RajatBhatia,83.5,9,6,48,2,2,1,0,DC,Indian,2008
71,StephenFleming,83.0,10,0,0,27,3,2,0,CSK,Overseas,2008
72,HerschelleGibbs,83.0,9,0,0,17,8,5,0,DEC,Overseas,2008
73,KamranAkmal,83.0,6,0,0,13,8,5,4,RR,Overseas,2008
74,MatthewHayden,81.0,4,0,0,24,6,0,0,CSK,Overseas,2008
75,WriddhimanSaha,79.5,12,0,0,12,7,8,2,KKR,Indian,2008
76,ViratKohli,78.0,13,2,7,18,4,2,0,RCB,Indian,2008
77,DPVijaykumar,77.0,9,4,63,0,0,0,0,DEC,Overseas,2008
78,MohammadKaif,76.0,16,0,0,14,6,8,0,RR,Indian,2008
79,SVidyut,74.0,9,1,5,21,3,1,0,CSK,Overseas,2008
80,BrettLee,74.0,4,4,44,2,1,3,0,KXIP,Overseas,2008
81,MichaelHussey,73.5,4,0,0,12,11,2,0,CSK,Overseas,2008
82,RavindraJadeja,72.0,14,0,6,11,6,7,0,RR,Indian,2008
83,BalachandraAkhil,71.5,7,2,34,4,3,4,0,RCB,Indian,2008
84,TillakaratneDilshan,69.5,7,1,3,14,3,7,0,DC,Overseas,2008
85,MahelaJayawardene,69.5,13,0,0,15,7,3,0,KXIP,Overseas,2008
86,RossTaylor,67.5,4,0,0,13,10,0,0,RCB,Overseas,2008
87,PradeepSangwan,67.0,7,5,47,0,0,1,0,DC,Indian,2008
88,DineshKarthik,66.5,13,0,0,13,4,6,2,DC,Indian,2008
89,LukePomersbach,66.5,5,0,0,13,9,1,0,KXIP,Overseas,2008
90,ChamindaVaas,62.0,5,5,41,0,1,0,0,DEC,Overseas,2008
91,VVSLaxman,61.0,6,0,0,22,1,1,0,DEC,Indian,2008
92,RameshPowar,59.0,5,3,30,4,1,2,0,KXIP,Indian,2008
93,MuraliKartik,59.0,6,3,31,3,0,4,0,KKR,Indian,2008
94,PAmarnath,58.5,6,7,29,0,0,2,0,CSK,Overseas,2008
95,DwayneSmith,58.5,4,5,25,5,1,0,0,MI,Overseas,2008
96,JacobOram,56.0,4,3,32,1,1,3,0,CSK,Overseas,2008
97,DwarakaRaviTeja,54.0,7,1,3,10,5,2,0,DEC,Indian,2008
98,HarbhajanSingh,51.5,3,5,16,1,3,2,0,MI,Indian,2008
99,RRRaje,51.5,6,5,29,1,0,1,0,MI,Overseas,2008
100,DominicThornely,49.0,6,3,19,2,2,3,0,MI,Overseas,2008
101,Misbah-ul-Haq,48.5,8,0,0,10,6,1,0,RCB,Overseas,2008
102,WJaffer,48.0,6,0,0,12,3,3,0,RCB,Overseas,2008
103,ManojTiwary,47.5,9,0,0,16,0,3,0,DC,Indian,2008
104,ShoaibMalik,47.0,7,2,15,5,0,5,0,DC,Overseas,2008
105,CameronWhite,41.5,8,0,0,8,4,3,0,RCB,Overseas,2008
106,NKPatel,41.0,5,0,0,13,1,2,0,RR,Overseas,2008
107,ShoaibAkhtar,40.5,3,5,23,0,0,0,0,KKR,Overseas,2008
108,DebabrataDas,40.0,6,0,0,9,5,0,0,KKR,Indian,2008
109,KGoel,38.5,7,0,2,7,4,2,0,KXIP,Overseas,2008
110,DNTZoysa,36.0,3,2,24,1,0,1,0,DEC,Overseas,2008
111,ShreevatsGoswami,36.0,4,0,0,9,1,2,2,RCB,Indian,2008
112,GajendraSingh,35.5,4,3,25,0,0,0,0,RR,Indian,2008
113,SimonKatich,34.5,2,0,0,11,2,0,0,KXIP,Overseas,2008
114,DineshSalunkhe,34.0,6,1,13,5,0,2,0,RR,Indian,2008
115,MaheshRawat,33.5,11,0,0,3,1,9,0,RR,Indian,2008
116,MohammadHafeez,29.5,8,1,15,2,1,1,0,KKR,Overseas,2008
117,BrettGeeves,26.0,2,1,15,0,0,3,0,DC,Overseas,2008
118,LukeRonchi,26.0,4,0,0,6,1,3,0,MI,Overseas,2008
119,SiddharthChitnis,25.5,3,2,10,1,1,1,0,MI,Indian,2008
120,LPCSilva,23.5,3,0,0,5,1,3,0,DEC,Overseas,2008
121,ABdeVilliers,23.5,6,0,0,5,1,3,0,DC,Overseas,2008
122,DanielVettori,23.0,2,2,16,0,0,0,0,DC,Overseas,2008
123,SBJoshi,21.5,4,1,18,0,0,0,0,RCB,Overseas,2008
124,RamnareshSarwan,21.0,4,0,0,6,1,1,0,KXIP,Overseas,2008
125,MAKhote,20.5,4,2,5,2,1,0,0,MI,Overseas,2008
126,PankajSingh,20.5,5,0,18,0,0,1,0,RR,Indian,2008
127,PinalShah,20.0,5,0,0,4,0,4,0,MI,Indian,2008
128,DKalyankrishna,19.5,3,2,10,0,0,1,0,DEC,Overseas,2008
129,ArjunYadav,19.5,8,0,0,5,2,0,0,DEC,Indian,2008
130,DimitriMascarenhas,18.5,1,2,8,0,1,0,0,RR,Overseas,2008
131,AakashChopra,17.5,5,0,0,5,0,2,0,KKR,Indian,2008
132,WAMota,16.5,4,1,3,2,0,2,0,KXIP,Overseas,2008
133,PMSarveshKumar,14.5,2,1,11,0,0,0,0,DEC,Overseas,2008
134,RickyPonting,13.5,4,0,0,2,1,2,0,KKR,Overseas,2008
135,SaurabhTiwary,13.5,3,0,0,3,1,1,0,MI,Indian,2008
136,AjanthaMendis,12.5,1,1,9,0,0,0,0,KKR,Overseas,2008
137,JArunkumar,12.5,3,0,0,5,0,0,0,RCB,Overseas,2008
138,AshleyNoffke,12.0,1,1,6,1,0,0,0,RCB,Overseas,2008
139,AndreNel,10.5,1,1,7,0,0,0,0,MI,Overseas,2008
140,ChamaraKapugedera,10.0,5,0,0,0,0,4,0,CSK,Overseas,2008
141,TatendaTaibu,10.0,3,0,0,3,0,1,0,KKR,Overseas,2008
142,ShivnarineChanderpaul,10.0,3,0,0,4,0,0,0,RCB,Overseas,2008
143,BharatChipli,10.0,3,0,0,3,0,1,0,RCB,Indian,2008
144,VSYeligati,8.0,2,0,8,0,0,0,0,MI,Overseas,2008
145,AbhinavMukund,7.5,2,0,0,0,0,3,0,CSK,Indian,2008
146,BradHodge,7.5,3,0,0,2,0,1,0,KKR,Overseas,2008
147,DarrenLehmann,7.5,2,0,0,3,0,0,0,RR,Overseas,2008
148,DTPatil,7.5,2,0,0,1,0,2,0,RCB,Overseas,2008
149,IqbalAbdulla,6.0,1,0,6,0,0,0,0,KKR,Indian,2008
150,TKohli,6.0,2,0,0,0,1,1,0,RR,Overseas,2008
151,UKaul,5.0,5,0,0,0,0,2,0,KXIP,Overseas,2008
152,TanmaySrivastava,5.0,5,0,0,0,0,2,0,KXIP,Indian,2008
153,AbdurRazzak,5.0,1,0,5,0,0,0,0,RCB,Overseas,2008
154,MithunManhas,2.5,1,0,0,0,0,1,0,DC,Indian,2008
155,AjinkyaRahane,2.5,2,0,0,1,0,0,0,MI,Indian,2008
156,YounisKhan,2.5,1,0,0,0,0,1,0,RR,Overseas,2008
157,SrikkanthAnirudha,0.0,1,0,0,0,0,0,0,CSK,Indian,2008
158,HDas,0.0,1,0,0,0,0,0,0,DEC,Overseas,2008
159,PDharmani,0.0,1,0,0,0,0,0,0,KXIP,Overseas,2008
160,SunnySohal,0.0,2,0,0,0,0,0,0,KXIP,Indian,2008
161,ManishPandey,0.0,3,0,0,0,0,0,0,MI,Indian,2008
162,RVPawar,0.0,1,0,0,0,0,0,0,MI,Overseas,2008
1,AdamGilchrist,281.5,16,0,0,54,29,10,8,DEC,Overseas,2009
2,SureshRaina,265.0,14,7,57,37,21,7,0,CSK,Indian,2009
3,JacquesKallis,265.0,15,6,111,37,8,5,0,RCB,Overseas,2009
4,RPSingh,261.5,16,23,171,0,0,4,0,DEC,Indian,2009
5,IrfanPathan,254.0,14,17,121,17,6,4,0,KXIP,Indian,2009
6,MatthewHayden,239.5,12,0,0,60,22,5,0,CSK,Overseas,2009
7,AnilKumble,224.0,16,21,138,2,0,3,0,RCB,Indian,2009
8,YusufPathan,214.5,13,7,83,24,12,2,0,RR,Indian,2009
9,DwayneBravo,212.5,11,11,91,15,8,7,0,MI,Overseas,2009
10,LasithMalinga,212.0,13,18,144,0,0,2,0,MI,Overseas,2009
11,RohitSharma,208.0,16,11,39,22,18,5,0,DEC,Indian,2009
12,MuttiahMuralitharan,207.5,13,14,146,1,0,4,0,CSK,Overseas,2009
13,YuvrajSingh,205.0,14,6,48,25,16,7,0,KXIP,Indian,2009
14,ShaneWarne,203.0,13,14,110,6,4,6,0,RR,Overseas,2009
15,PraveenKumar,192.5,13,13,121,1,6,1,0,RCB,Indian,2009
16,HarbhajanSingh,187.0,13,12,105,6,5,3,0,MI,Indian,2009
17,MunafPatel,184.0,11,16,108,5,0,3,0,RR,Indian,2009
18,AlbieMorkel,183.0,12,13,101,8,4,1,0,CSK,Overseas,2009
19,BradHodge,180.0,12,7,34,34,9,2,0,KKR,Overseas,2009
20,IshantSharma,179.5,11,11,130,1,1,2,0,DC,Indian,2009
21,IshantSharma,179.5,11,11,130,1,1,2,0,KKR,Indian,2009
22,PragyanOjha,176.0,15,18,108,0,0,2,0,DEC,Indian,2009
23,PiyushChawla,175.5,14,12,111,3,0,6,0,KXIP,Indian,2009
24,JPDuminy,171.5,13,4,44,26,11,4,0,MI,Overseas,2009
25,AndrewSymonds,169.0,8,7,66,15,11,1,0,DEC,Overseas,2009
26,AmitMishra,166.0,11,14,100,2,2,2,0,DC,Indian,2009
27,SachinTendulkar,151.5,13,0,4,39,10,6,0,MI,Indian,2009
28,HerschelleGibbs,149.5,14,0,0,32,12,11,0,DEC,Overseas,2009
29,RavindraJadeja,148.5,13,6,44,21,6,4,0,RR,Indian,2009
30,RoelofvanderMerwe,142.5,10,9,53,8,8,4,0,RCB,Overseas,2009
31,SanathJayasuriya,140.5,12,7,29,23,7,2,0,MI,Overseas,2009
32,TirumalasettiSuman,126.5,12,5,31,18,8,2,0,DEC,Indian,2009
33,BrendonMcCullum,124.5,13,0,0,27,12,6,0,KKR,Overseas,2009
34,YAAbdulla,124.0,9,14,75,0,0,0,0,KXIP,Overseas,2009
35,LakshmipathyBalaji,123.0,13,13,70,0,0,3,0,CSK,Indian,2009
36,ShadabJakati,122.5,9,13,62,3,0,3,0,CSK,Indian,2009
37,ChrisGayle,120.5,7,1,32,15,10,5,0,KKR,Overseas,2009
38,RyanHarris,117.5,8,6,84,0,0,5,0,DEC,Overseas,2009
39,VinayKumar,117.5,11,9,65,4,1,3,0,RCB,Indian,2009
40,DwayneSmith,116.0,8,1,30,12,15,0,0,DEC,Overseas,2009
41,ViratKohli,115.5,16,0,10,22,8,9,0,RCB,Indian,2009
42,AbhishekNayar,110.5,13,4,27,14,7,4,0,MI,Indian,2009
43,KumarSangakkara,110.0,14,0,0,29,5,6,2,KXIP,Overseas,2009
44,RossTaylor,110.0,11,0,0,20,15,3,0,RCB,Overseas,2009
45,MSDhoni,106.5,14,0,0,22,9,4,4,CSK,Indian,2009
46,AjitAgarkar,104.0,11,6,65,3,3,0,0,KKR,Indian,2009
47,BrettLee,97.5,5,5,69,2,1,1,0,KXIP,Overseas,2009
48,MuraliKartik,93.5,10,4,77,0,0,1,0,KKR,Indian,2009
49,DimitriMascarenhas,91.5,5,6,58,4,0,1,0,RR,Overseas,2009
50,AmitSingh,87.5,5,9,56,0,0,0,0,RR,Indian,2009
51,MahelaJayawardene,87.0,10,0,0,17,7,8,0,KXIP,Overseas,2009
52,JacobOram,85.5,11,5,29,5,4,5,0,CSK,Overseas,2009
53,ShanthakumaranSreesanth,85.5,7,6,62,1,0,0,0,KXIP,Indian,2009
54,RahulDravid,85.5,13,0,0,28,3,2,0,RCB,Indian,2009
55,VenugopalRao,85.0,16,4,28,6,3,7,0,DEC,Indian,2009
56,SouravGanguly,85.0,13,2,17,13,6,3,0,KKR,Indian,2009
57,DhawalKulkarni,85.0,8,5,65,0,0,1,0,MI,Indian,2009
58,AshokDinda,83.5,9,4,67,0,0,1,0,KKR,Indian,2009
59,NamanOjha,81.0,8,0,0,11,11,2,4,RR,Indian,2009
60,SudeepTyagi,79.0,8,5,59,0,0,1,0,CSK,Indian,2009
61,RameshPowar,79.0,9,5,49,2,0,3,0,KXIP,Indian,2009
62,GraemeSmith,78.5,12,0,0,27,1,3,0,RR,Overseas,2009
63,JesseRyder,78.0,5,3,40,9,0,2,0,RCB,Overseas,2009
64,ZaheerKhan,77.0,6,6,51,0,0,2,0,MI,Indian,2009
65,SubramaniamBadrinath,76.5,14,0,0,20,4,5,0,CSK,Indian,2009
66,RobinUthappa,75.5,15,0,0,18,3,7,1,RCB,Indian,2009
67,KevinPietersen,74.5,6,4,26,8,2,3,0,RCB,Overseas,2009
68,LaxmiRatanShukla,74.0,9,3,38,5,3,1,0,KKR,Indian,2009
69,HarmeetSinghBansal,71.5,7,3,46,0,0,6,0,DEC,Indian,2009
70,KamranKhan,70.0,5,6,39,0,0,4,0,RR,Indian,2009
71,SiddharthTrivedi,69.0,7,6,43,0,0,2,0,RR,Indian,2009
72,ManishPandey,66.5,5,0,0,17,4,4,0,RCB,Indian,2009
73,ManpreetGony,65.5,7,5,36,0,2,2,0,CSK,Indian,2009
74,KGoel,65.0,9,0,16,9,4,5,0,KXIP,Overseas,2009
75,SimonKatich,63.5,9,0,0,15,6,2,0,KXIP,Overseas,2009
76,ParthivPatel,62.0,9,0,0,19,2,3,0,CSK,Indian,2009
77,MarkBoucher,58.5,12,0,0,8,6,7,0,RCB,Overseas,2009
78,AndrewFlintoff,56.5,3,2,20,5,2,4,0,CSK,Overseas,2009
79,SunnySohal,55.5,8,0,0,9,8,2,0,KXIP,Indian,2009
80,JohanBotha,53.0,3,3,30,5,0,0,0,RR,Overseas,2009
81,ShoaibAhmed,52.5,7,5,35,0,0,0,0,DEC,Indian,2009
82,RaviBopara,50.0,5,0,3,8,7,1,0,KXIP,Overseas,2009
83,SMHarwood,49.5,3,3,34,0,0,2,0,RR,Overseas,2009
84,AjinkyaRahane,48.5,8,1,2,12,3,1,0,MI,Indian,2009
85,DavidHussey,48.0,4,0,7,7,6,1,0,KKR,Overseas,2009
86,MoisesHenriques,47.0,4,2,24,2,1,3,0,KKR,Overseas,2009
87,LACarseldine,45.0,5,1,4,11,0,4,0,RR,Overseas,2009
88,ChamindaVaas,44.0,2,4,24,1,1,0,0,DEC,Overseas,2009
89,SAAsnodkar,44.0,8,0,0,11,4,1,0,RR,Overseas,2009
90,RobQuiney,43.0,7,0,0,12,3,1,0,RR,Overseas,2009
91,ScottStyris,42.0,2,5,21,0,1,0,0,DEC,Overseas,2009
92,AjanthaMendis,41.5,4,3,26,0,0,2,0,KKR,Overseas,2009
93,VikramjeetMalik,40.0,5,2,28,0,0,2,0,KXIP,Indian,2009
94,WAMota,39.0,8,3,21,0,0,3,0,KXIP,Overseas,2009
95,BalachandraAkhil,39.0,6,4,19,1,1,0,0,RCB,Indian,2009
96,DaleSteyn,39.0,3,2,27,0,0,2,0,RCB,Overseas,2009
97,PinalShah,37.0,9,0,0,4,2,6,2,MI,Indian,2009
98,AbhishekRaut,34.5,9,0,4,5,3,3,0,RR,Indian,2009
99,TThushara,32.0,2,3,19,0,0,1,0,CSK,Overseas,2009
100,DduPreez,32.0,2,4,18,0,0,0,0,RCB,Overseas,2009
101,DwarakaRaviTeja,27.5,9,0,0,7,0,4,0,DEC,Indian,2009
102,CharlLangeveldt,26.5,1,3,16,0,0,0,0,KKR,Overseas,2009
103,WriddhimanSaha,26.5,8,0,0,3,4,2,0,KKR,Indian,2009
104,RavichandranAshwin,25.5,2,2,11,1,0,2,0,CSK,Indian,2009
105,MorneMorkel,25.0,2,0,20,1,0,1,0,RR,Overseas,2009
106,KPAppanna,25.0,5,2,18,0,0,0,0,RCB,Indian,2009
107,AnureetSingh,23.0,3,2,16,0,0,0,0,KKR,Indian,2009
108,RRRaje,23.0,4,1,11,0,1,2,0,MI,Overseas,2009
109,MuraliVijay,22.0,4,0,0,4,2,2,0,CSK,Indian,2009
110,PankajSingh,21.5,3,2,12,0,0,1,0,RCB,Indian,2009
111,THenderson,21.0,2,1,14,0,1,0,0,RR,Overseas,2009
112,YashpalSingh,20.0,8,0,0,5,0,3,0,KKR,Indian,2009
113,CNanda,20.0,3,2,13,0,0,0,0,MI,Overseas,2009
114,MaheshRawat,20.0,5,0,0,1,0,6,1,RR,Indian,2009
115,JoginderSharma,19.5,4,2,9,0,1,0,0,CSK,Indian,2009
116,VRVSingh,19.5,5,1,16,0,0,0,0,KXIP,Overseas,2009
117,GeorgeBailey,17.5,3,0,0,7,0,0,0,CSK,Overseas,2009
118,ShreevatsGoswami,17.5,2,0,0,6,0,1,0,RCB,Indian,2009
119,GRNapier,14.0,1,1,8,1,0,0,0,MI,Overseas,2009
120,LukePomersbach,13.5,4,0,0,3,1,1,0,KXIP,Overseas,2009
121,AzharBilakhia,12.5,6,0,0,5,0,0,0,DEC,Indian,2009
122,ShikharDhawan,12.5,5,0,0,3,0,2,0,DC,Indian,2009
123,ShikharDhawan,12.5,5,0,0,3,0,2,0,MI,Indian,2009
124,NKPatel,12.5,4,0,0,1,0,4,0,RR,Overseas,2009
125,RBishnoi,12.0,3,0,0,1,2,1,0,RCB,Overseas,2009
126,AngeloMathews,9.5,1,0,2,2,0,1,0,KKR,Overseas,2009
127,VVSLaxman,8.5,5,0,0,1,1,1,0,DEC,Indian,2009
128,JaskaranSingh,8.0,2,0,8,0,0,0,0,DEC,Indian,2009
129,SSShaikh,7.5,2,0,0,1,0,2,0,KKR,Overseas,2009
130,WJaffer,7.5,2,0,0,2,0,1,0,RCB,Overseas,2009
131,AbhimanyuMithun,7.0,1,0,7,0,0,0,0,RCB,Indian,2009
132,MashrafeMortaza,6.0,1,0,6,0,0,0,0,KKR,Overseas,2009
133,RRBose,5.0,1,0,5,0,0,0,0,KXIP,Overseas,2009
134,ArindamGhosh,5.0,2,0,0,1,0,1,0,KKR,Indian,2009
135,AakashChopra,5.0,2,0,0,2,0,0,0,KKR,Indian,2009
136,MohammadAshraful,5.0,1,0,0,0,0,2,0,MI,Overseas,2009
137,LukeRonchi,2.5,1,0,0,0,0,1,0,MI,Overseas,2009
138,SiddharthChitnis,2.5,1,0,0,1,0,0,0,RR,Indian,2009
139,PaulValthaty,2.5,2,0,0,1,0,0,0,RR,Indian,2009
140,RAShaikh,1.0,1,0,1,0,0,0,0,MI,Overseas,2009
141,TKohli,0.0,2,0,0,0,0,0,0,KXIP,Overseas,2009
142,TanmaySrivastava,0.0,2,0,0,0,0,0,0,KXIP,Indian,2009
143,SaurabhTiwary,0.0,4,0,0,0,0,0,0,MI,Indian,2009
1,JacquesKallis,380.0,16,13,118,67,9,7,0,RCB,Overseas,2010
2,AndrewSymonds,329.5,16,12,107,35,18,12,0,DEC,Overseas,2010
3,SureshRaina,276.5,16,6,41,45,22,10,0,CSK,Indian,2010
4,IrfanPathan,248.0,14,15,98,21,10,4,0,KXIP,Indian,2010
5,KieronPollard,242.5,14,15,58,23,17,6,0,MI,Overseas,2010
6,YusufPathan,239.0,14,5,60,22,24,9,0,RR,Indian,2010
7,SachinTendulkar,233.0,15,0,0,86,3,3,0,MI,Indian,2010
8,HarbhajanSingh,224.0,15,17,102,12,5,6,0,MI,Indian,2010
9,DaleSteyn,224.0,15,15,164,2,0,1,0,RCB,Overseas,2010
10,AnilKumble,218.0,16,17,151,0,0,3,0,RCB,Indian,2010
11,PragyanOjha,217.5,16,21,134,0,0,4,0,DEC,Indian,2010
12,SouravGanguly,217.0,14,0,2,58,15,7,0,KKR,Indian,2010
13,AlbieMorkel,213.5,14,11,97,10,13,3,0,CSK,Overseas,2010
14,MuraliVijay,208.5,15,0,0,36,26,11,0,CSK,Indian,2010
15,AmitMishra,203.0,14,17,131,1,0,4,0,DC,Indian,2010
16,RohitSharma,201.5,16,2,33,36,14,9,0,DEC,Indian,2010
17,VirenderSehwag,200.0,14,3,18,47,14,2,0,DC,Indian,2010
18,MahelaJayawardene,188.5,13,0,0,55,11,5,0,KXIP,Overseas,2010
19,ZaheerKhan,183.0,14,15,107,3,1,5,0,MI,Indian,2010
20,MuttiahMuralitharan,181.0,12,15,121,0,0,3,0,CSK,Overseas,2010
21,ChrisGayle,179.0,9,4,29,30,16,2,0,KKR,Overseas,2010
22,RavichandranAshwin,178.0,12,13,125,2,0,1,0,CSK,Indian,2010
23,LasithMalinga,173.5,13,15,116,0,0,2,0,MI,Overseas,2010
24,NamanOjha,172.5,14,0,0,42,15,4,2,RR,Indian,2010
25,RobinUthappa,172.0,16,0,0,21,27,7,3,RCB,Indian,2010
26,VinayKumar,169.5,14,16,101,1,0,4,0,RCB,Indian,2010
27,YuvrajSingh,166.5,14,5,45,20,14,2,0,KXIP,Indian,2010
28,AngeloMathews,166.5,14,8,58,18,8,3,0,KKR,Overseas,2010
29,AdamGilchrist,166.0,16,0,0,31,16,9,4,DEC,Overseas,2010
30,ShaneWatson,166.0,6,6,61,18,9,3,0,RR,Overseas,2010
31,MatthewHayden,163.5,16,0,0,37,16,6,0,CSK,Overseas,2010
32,KumarSangakkara,162.5,13,0,0,47,5,6,5,KXIP,Overseas,2010
33,PiyushChawla,161.0,14,12,94,7,0,3,0,KXIP,Indian,2010
34,RyanHarris,155.5,8,14,82,2,2,5,0,DEC,Overseas,2010
35,AmbatiRayudu,148.0,14,0,0,34,13,6,1,MI,Indian,2010
36,DougBollinger,147.0,8,12,94,1,1,2,0,CSK,Overseas,2010
37,RPSingh,147.0,12,13,99,0,0,1,0,DEC,Indian,2010
38,PraveenKumar,145.0,12,10,110,0,0,0,0,RCB,Indian,2010
39,MichaelLumb,143.5,11,0,0,45,6,4,0,RR,Overseas,2010
40,SaurabhTiwary,143.0,16,0,0,29,18,3,0,MI,Indian,2010
41,ShaneWarne,137.5,14,11,94,0,0,2,0,RR,Overseas,2010
42,DavidWarner,136.5,11,0,0,27,14,8,0,DC,Overseas,2010
43,ShadabJakati,130.0,11,13,82,0,0,1,0,CSK,Indian,2010
44,MuraliKartik,126.0,10,9,77,2,0,5,0,KKR,Indian,2010
45,SubramaniamBadrinath,122.5,16,0,0,41,5,1,0,CSK,Indian,2010
46,RaviBopara,121.5,10,5,21,25,3,4,0,KXIP,Overseas,2010
47,ViratKohli,121.5,16,0,7,26,12,3,0,RCB,Indian,2010
48,KevinPietersen,121.5,7,3,18,23,8,3,0,RCB,Overseas,2010
